loading,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,id,failure,kfold
147.62,16.409,12.938,16.015,18.352,13.906,19.719,9.661,14.779,16.473,11.092,14.197,16.04,15.891,14.204,778.45,22478,0,2
180.35,17.108,9.155,17.377,17.087,12.458,18.394,10.758,15.05,19.232,10.936,15.388,14.767,14.759,17.109,659.523,18856,0,2
165.32,17.816,12.612,16.393,17.773,12.211,21.195,11.43,17.743,19.706,9.829,14.406,16.153,16.855,18.538,857.864,914,1,2
118.86,18.625,11.251,15.887,17.828,11.327,17.871,11.43,15.948,21.546,11.539,16.17,16.04,14.663,15.929,487.633,13369,0,2
204.36,18.841,12.331,16.778,16.093,10.035,19.342,11.507,16.098,22.345,11.627,15.812,16.944,15.037,18.591,633.586,3635,1,2
120.34,17.979,12.164,15.782,18.665,10.308,19.064,12.065,15.857,19.621,11.717,15.797,14.267,15.318,15.111,606.565,11138,0,2
98.72,18.374,10.902,16.388,17.206,11.329,20.039,11.43,15.112,20.395,11.369,15.6285,14.133,14.969,15.474,779.773,12829,1,2
115.18,17.63,12.003,17.349,16.853,12.752,21.283,11.056,17.769,18.944,11.717,15.759,17.24,15.356,16.317,797.998,6531,0,2
123.98,16.792,12.226,18.404,16.228,13.362,18.368,11.831,15.631,18.985,13.841,15.178,15.957,11.662,14.393,740.326,4935,0,2
185.23,18.392,10.776,17.132,17.303,11.261,19.787,12.559,12.911,19.2115,10.58,16.643,18.949,14.285,18.448,672.153,21965,0,2
145.12,17.36,11.733,17.132,17.595,13.523,16.807,10.979,15.495,19.716,11.93,18.604,16.86,13.865,20.243,865.452,7621,1,2
98.55,19.485,10.083,17.826,17.244,12.718,19.488,11.875,15.9,17.592,11.616,18.501,18.654,16.461,18.602,835.172,12169,1,2
148.24,20.583,8.933,15.768,18.082,10.224,18.948,11.533,18.043,19.739,11.843,15.942,18.365,16.333,16.401,452.786,10280,0,2
136.73,16.614,9.871,16.976,18.533,9.744,19.021,10.789,17.309,18.49,13.076,17.582,17.166,14.969,20.926,401.395,6458,0,2
92.03,19.149,11.821,17.293,18.244,11.134,19.159,11.71,14.937,19.796,11.133,15.328,14.322,15.361,17.013,793.009,19248,1,2
91.55,18.147,10.827,17.132,18.761,11.971,18.207,11.554,15.369,16.979,10.47,15.084,16.658,16.827,16.912,715.675,14920,0,2
115.48,18.102,12.62,15.5,16.514,13.071,19.86,12.67,16.922,15.729,12.732,14.164,16.294,16.305,18.75,841.468,5433,0,2
123.66,15.532,10.168,16.574,16.888,11.592,18.452,11.43,13.712,17.29,13.13,15.962,16.04,14.443,16.085,476.119,23608,1,2
152.14,17.826,11.808,18.402,18.344,11.32,18.631,10.677,16.354,19.479,9.321,15.6285,14.872,12.381,19.637,694.313,5337,1,2
228.59,17.201,11.937,18.396,17.106,10.823,17.853,12.169,16.127,19.2,11.781,15.366,16.661,17.231,15.537,685.175,6920,1,2
132.07,17.437,10.713,17.078,16.383,11.712,17.816,11.039,12.659,22.031,13.593,15.6285,15.765,14.751,15.443,745.515,8357,0,2
133.94,17.849,12.721,16.265,15.957,11.626,20.139,10.752,14.239,19.066,11.553,12.944,15.814,11.765,16.567,690.179,9565,0,2
79.07,15.935,13.27,17.052,16.773,11.686,18.66,9.904,17.613,19.478,12.89,16.251,14.452,14.482,15.88,672.723,22047,0,2
304.14,18.697,11.593,17.63,16.076,11.22,18.796,9.689,15.112,19.392,13.195,16.866,14.775,16.73,17.229,638.773,5175,0,2
133.25,17.893,10.504,17.132,17.433,10.549,19.021,11.906,16.103,20.254,13.495,14.683,16.673,14.969,18.869,511.518,16070,0,2
152.04,16.691,12.413,16.956,17.877,12.18,18.944,12.631,16.863,18.4,10.974,15.625,13.874,14.535,15.94,701.0245,24665,0,2
93.24,16.671,13.211,16.477,19.267,11.966,17.873,11.957,12.308,17.432,10.79,14.663,16.04,14.774,17.648,805.617,22808,0,2
90.92,18.36,12.826,17.373,16.743,12.043,18.978,12.267,16.155,19.493,11.929,14.844,14.688,14.68,18.583,819.465,8602,0,2
165.06,17.831,12.35,15.716,15.666,11.302,18.876,11.43,15.918,19.039,14.476,16.091,17.573,11.425,16.409,410.328,19387,0,2
225.1,15.452,11.879,17.044,17.659,12.443,18.795,11.459,15.34,20.474,11.807,16.203,16.068,14.109,15.848,701.878,754,0,2
127.82623252279636,17.918,11.088,18.618,21.329,12.001,18.237,12.428,15.246,19.86,12.178,15.6285,14.096,13.771,17.914,1125.86,17331,0,2
170.53,17.925,11.763,18.935,16.938,9.936,17.762,10.525,16.127,19.09,11.717,15.139,15.377,13.155,17.237,607.531,21009,1,2
166.19,16.636,11.733,17.855,18.498,12.18,20.313,10.63,15.888,19.776,13.153,16.754,14.191,15.518,15.796,948.069,22712,0,2
148.35,16.395,11.657,17.628,18.574,12.674,20.881,10.451,14.822,20.742,12.404,13.48,16.976,15.678,16.4,925.225,3476,0,2
207.98,18.038,13.431,17.132,16.948,11.501,18.801,11.303,15.463,13.19,12.706,18.896,13.989,15.006,14.249,701.082,5609,0,2
205.68,20.097,10.196,19.622,17.07,9.791,18.948,10.611,15.865,19.429,11.837,16.82,16.04,15.612,18.134,572.168,7071,0,2
162.52,15.598,11.374,17.142,16.178,10.328,19.318,11.277,17.268,19.922,11.946,14.396,16.256,16.339,16.815,519.392,9028,0,2
161.41,17.218,12.087,17.657,15.887,9.32,16.544,9.608,18.155,19.112,11.366,19.109,15.943,17.779,19.532,465.46,9274,0,2
157.58,19.772,12.124,16.876,16.759,12.216,19.034,11.43,16.127,16.593,12.954,15.889,16.805,13.191,15.844,711.552,13875,1,2
102.93,19.17,12.645,16.555,19.196,12.082,19.021,11.598,15.678,19.743,10.904,15.069,14.732,14.549,16.436,912.426,18311,1,2
150.62,17.933,11.263,17.353,15.184,12.274,17.806,12.01,12.856,18.797,8.566,15.774,16.312,14.04,15.858,458.175,18916,0,2
92.16,17.472,13.048,16.13,17.373,12.069,19.021,10.738,16.764,19.056,8.207,14.912,14.865,16.783,21.183,629.684,15555,1,2
152.0,15.938,11.949,16.898,17.721,8.533,19.678,11.8,15.476,19.685,9.015,15.6285,15.258,11.82,16.093,630.886,10400,1,2
76.74,17.236,13.037,17.219,19.228,11.305,20.838,10.41,17.331,21.412,10.115,16.448,19.111,16.117,15.358,828.495,11405,1,2
134.48,18.792,11.495,17.336,18.157,11.069,19.021,11.891,15.168,18.053,10.31,14.669,14.748,15.727,16.878,671.826,5681,0,2
89.15,17.129,10.535,17.787,17.516,13.373,17.423,11.927,17.322,20.21,11.717,17.005,15.775,12.619,14.981,701.0245,11361,1,2
126.0,17.753,10.344,16.121,16.882,10.618,17.953,14.06,18.291,19.093,9.288,15.541,15.492,15.088,15.764,462.059,19574,0,2
125.27,17.612,10.591,18.397,18.451,10.717,18.741,13.585,16.577,20.973,11.235,14.962,16.073,14.083,16.597,661.668,9221,0,2
145.42,17.543,12.006,16.081,17.003,11.067,19.021,11.028,16.895,22.368,13.911,15.155,9.593,14.969,17.148,498.54,12808,0,2
114.31,17.593,12.962,18.29,16.147,11.168,20.415,12.017,14.803,20.287,11.314,17.507,12.969,14.969,17.013,844.905,1103,0,2
149.26,17.24,11.328,14.998,15.609,12.555,18.095,11.538,16.822,21.233,9.436,14.292,14.839,12.989,17.211,360.511,20579,0,2
131.93,16.663,13.517,17.872,16.425,9.998,17.852,12.295,16.268,16.846,11.287,16.421,15.261,15.316,15.287,608.154,198,0,2
93.46,16.698,10.393,17.466,17.516,11.793,20.352,10.028,15.145,20.741,14.023,15.094,14.542,15.69,16.283,789.302,24584,1,2
123.5,18.563,10.67,17.815,19.128,11.699,18.964,12.911,17.163,18.879,11.717,17.244,13.25,15.02,16.182,835.459,23078,0,2
113.07,18.108,11.467,16.806,18.507,11.518,19.994,11.27,15.906,17.837,10.982,15.984,18.415,15.163,16.436,808.668,23753,0,2
134.39,15.232,11.717,17.06,18.512,11.8,21.062,11.344,16.307,21.592,11.194,15.709,17.251,13.758,14.894,919.703,22931,0,2
105.49,18.0,12.838,17.209,16.963,11.888,18.136,9.162,17.447,20.848,12.432,15.701,16.672,13.403,16.74,711.292,5405,0,2
108.53,17.715,12.677,16.123,18.396,11.829,18.185,11.43,15.107,16.365,9.554,13.944,18.833,14.06,11.764,522.456,13580,1,2
203.45,18.433,11.931,17.357,17.502,11.708,18.102,12.224,17.11,20.555,11.299,14.043,14.239,16.037,17.199,675.509,24023,1,2
110.99,17.844,12.239,17.087,16.495,12.374,20.095,11.036,16.421,18.142,9.39,15.98,16.937,14.969,13.952,701.0245,26082,0,2
152.16,19.36,9.455,18.954,18.172,12.438,16.471,11.563,15.676,18.99,13.163,15.893,17.375,16.167,18.151,602.741,15808,0,2
111.8,18.518,11.34,17.054,18.239,11.375,18.082,10.675,15.761,17.51,12.845,15.6285,14.486,14.522,14.271,628.178,3685,0,2
113.57,17.311,10.02,16.508,16.878,11.546,19.878,11.799,15.961,21.359,10.541,16.64,18.594,20.422,15.86,682.31,2730,0,2
133.0,18.643,10.515,17.4,17.027,11.391,18.389,11.153,16.724,19.645,10.955,15.6285,14.927,17.106,18.194,630.461,15418,0,2
103.98,18.263,12.191,16.478,16.801,10.93,20.913,12.203,17.096,18.936,12.922,15.603,14.593,13.975,16.982,776.001,1494,0,2
108.93,18.046,12.229,19.151,18.173,11.612,18.583,11.447,15.391,19.2115,10.472,15.508,14.84,15.863,15.012,884.538,25982,0,2
109.25,18.254,11.733,17.435,14.619,12.178,19.68,9.607,18.414,16.056,12.659,17.568,14.484,13.759,15.393,667.989,5918,1,2
209.9,18.544,12.158,17.016,17.282,11.736,19.499,10.956,15.896,17.486,11.4,15.652,14.788,14.288,16.436,701.0245,17205,1,2
138.57,18.843,12.763,17.992,18.735,11.467,19.061,11.43,14.782,17.663,10.298,15.784,15.295,14.969,15.816,886.155,19818,0,2
86.72,20.028,12.433,15.21,15.41,11.679,19.551,10.874,15.089,17.922,11.717,16.032,16.751,16.172,15.309,480.073,25488,0,2
127.15,17.298,13.534,18.597,17.303,11.736,17.902,10.01,14.099,21.393,10.832,15.935,16.473,13.536,16.631,722.728,4901,0,2
81.27,17.573,11.821,17.056,19.306,13.284,19.985,11.141,14.287,20.274,7.555,13.133,17.688,14.969,15.022,852.589,13342,0,2
94.12,17.331,12.355,18.526,17.555,9.69,18.183,10.147,19.002,18.82,14.275,16.416,17.215,13.334,18.436,701.0245,20106,0,2
120.21,19.717,12.017,17.235,18.384,12.021,18.724,11.597,15.558,20.689,14.165,15.726,14.479,15.192,16.577,774.266,23612,0,2
149.93,17.598,10.675,16.261,17.6,10.688,18.578,11.052,13.417,19.556,11.257,15.6285,16.305,17.411,15.091,521.189,8821,0,2
87.44,16.567,12.103,16.901,18.379,11.214,18.791,12.341,16.013,19.476,8.705,15.936,15.063,15.838,16.234,685.923,15141,1,2
99.88,17.265,10.75,18.379,17.671,11.39,18.891,9.944,13.934,18.604,13.059,13.358,15.78,13.864,14.11,700.839,24473,0,2
135.35,17.614,11.381,17.245,18.285,10.567,20.037,11.156,16.207,17.625,11.566,15.98,17.996,15.501,17.655,747.929,13045,1,2
102.14,18.693,12.067,17.614,16.839,10.725,18.04,12.726,16.364,20.355,11.894,14.908,18.265,14.969,17.833,587.407,16892,0,2
133.28,17.428,12.564,17.838,15.991,10.862,17.919,14.264,15.192,21.097,13.157,15.148,16.04,15.94,16.366,701.0245,22437,0,2
279.03,18.869,11.376,18.145,18.918,11.403,18.847,11.562,15.935,19.699,13.745,16.134,14.11,14.953,14.331,740.321,13018,1,2
175.28,16.237,10.957,16.292,16.298,11.325,19.389,10.766,16.414,17.036,9.751,16.967,15.921,16.202,15.557,556.174,5137,0,2
202.2,17.564,11.669,16.38,18.708,11.526,19.913,11.751,16.331,17.57,9.869,15.725,17.028,15.551,13.011,812.034,22199,0,2
89.08,17.882,10.139,17.373,16.721,13.035,19.478,11.505,16.127,16.357,12.463,16.622,17.481,14.013,18.024,739.553,5089,1,2
137.49,17.428,11.451,17.9,16.696,12.379,18.76,11.917,14.506,19.424,12.561,14.183,16.077,14.523,15.868,780.55,9615,0,2
84.38,17.529,11.33,17.34,17.819,11.073,16.653,11.603,16.041,19.613,11.168,15.134,13.578,14.797,16.704,545.124,22943,0,2
117.45,18.475,12.026,16.526,17.67,12.233,18.855,10.063,16.127,19.2115,11.453,15.75,15.486,14.969,18.324,708.789,16858,0,2
146.23,17.516,10.255,18.038,17.547,11.025,20.745,10.867,16.164,18.178,9.361,16.926,14.284,16.649,15.142,793.46,21374,0,2
170.82,17.677,11.458,17.925,17.396,11.309,18.607,10.785,17.913,18.73,9.649,16.545,15.973,15.079,16.36,694.539,20516,0,2
113.53,18.088,11.498,17.562,18.806,10.932,17.781,11.851,15.783,19.707,10.612,14.736,16.032,16.273,16.903,602.655,14372,0,2
166.59,17.725,9.408,18.33,17.435,11.001,18.453,10.97,15.904,19.85,14.635,14.67,15.863,15.656,15.316,563.823,7557,1,2
77.95,17.293,12.124,17.9,18.173,12.212,17.301,11.508,12.458,19.2115,14.597,15.6285,15.846,15.798,15.072,701.0245,25750,0,2
187.35,20.279,11.022,16.293,15.991,12.048,18.562,10.308,16.203,19.2115,12.522,15.901,16.511,15.965,17.606,571.639,387,1,2
157.15,17.401,10.143,16.835,16.58,10.293,19.059,10.739,14.86,19.007,12.306,15.865,15.47,13.342,18.822,518.946,20723,0,2
137.03,17.313,11.827,16.093,17.271,12.452,19.128,11.516,18.54,19.444,14.259,14.708,16.833,13.256,18.484,642.465,17426,0,2
66.01,19.515,12.257,17.473,18.231,10.349,16.587,10.693,14.252,19.043,13.095,17.066,15.386,14.229,16.569,525.514,2732,0,2
100.0,18.093,12.088,16.011,17.551,12.219,20.519,12.442,16.809,17.913,10.601,15.6285,16.762,17.257,16.865,750.579,17081,0,2
131.57,17.5,11.697,18.82,15.745,12.699,18.561,11.585,17.564,18.569,12.763,16.721,15.393,16.061,18.82,843.424,10193,0,2
108.79,17.957,12.606,17.575,17.169,13.084,19.887,10.587,16.507,17.462,9.731,14.969,18.183,16.573,16.436,827.414,12546,0,2
122.26,17.825,10.787,17.471,16.132,10.903,17.738,10.557,15.739,19.027,9.901,15.752,16.836,14.292,13.658,450.553,24238,0,2
104.81,18.598,12.067,16.975,18.532,11.737,18.626,10.21,15.81,21.514,11.262,13.959,16.83,12.474,18.791,694.601,7630,0,2
155.45,17.114,10.142,18.399,17.594,11.64,19.251,11.599,16.005,22.839,11.874,16.119,17.345,15.944,17.165,770.764,3766,1,2
126.5,17.416,11.756,16.606,17.407,8.797,18.778,10.147,16.125,19.2115,14.141,15.605,17.572,18.023,18.315,481.93,15442,1,2
187.8,17.799,12.765,18.507,17.728,12.053,19.021,11.053,15.45,17.819,10.642,16.855,17.207,15.831,13.758,836.3,15292,1,2
170.39,19.231,11.27,15.861,18.317,9.385,17.79,12.394,17.34,19.091,13.975,16.534,14.377,14.456,16.649,548.004,16552,0,2
67.78,18.548,12.095,17.839,17.085,11.504,19.145,11.29,13.937,18.56,11.093,13.954,15.963,15.675,16.436,742.212,21863,0,2
122.39,18.68,11.182,16.538,17.823,11.543,19.38,10.461,14.52,16.574,13.432,16.414,16.04,14.969,17.077,631.223,7040,0,2
91.88,16.808,11.937,16.998,18.369,9.863,20.82,8.831,14.641,18.705,10.567,15.901,16.551,16.244,16.127,455.732,9132,1,2
103.94,16.962,11.848,16.381,19.579,11.871,18.789,11.091,13.232,21.67,12.587,15.521,17.088,16.506,18.506,794.011,26475,0,2
166.81,18.049,10.876,18.935,19.302,12.916,19.916,11.055,16.343,19.181,9.765,16.551,16.34,15.446,15.385,1099.184,17852,1,2
120.54,17.51,11.733,17.132,17.696,13.4,18.633,11.204,16.127,21.339,13.491,15.921,16.386,15.28,17.95,781.464,594,0,2
121.99,17.257,12.228,18.075,16.828,11.969,18.523,10.548,16.612,18.287,9.204,15.023,14.62,14.795,16.999,713.081,3593,1,2
132.03,16.758,10.828,18.291,20.583,12.516,19.129,11.209,16.227,19.045,11.224,17.25,15.951,16.293,18.394,746.231,9476,1,2
194.12,17.903,10.383,15.167,17.46,12.49,18.837,10.292,16.597,19.239,9.456,14.5,16.04,13.899,13.714,566.738,916,1,2
187.52,17.909,12.476,16.482,17.776,12.095,19.23,12.467,17.029,18.189,10.059,17.146,16.265,17.44,12.869,757.511,21311,0,2
132.23,18.557,12.514,18.896,17.971,11.302,19.021,11.783,17.956,18.678,14.519,15.785,16.405,13.978,16.958,784.095,3709,0,2
136.15,19.032,12.99,17.132,16.745,12.46,20.448,11.226,16.127,16.734,14.619,15.231,17.405,13.99,15.962,764.674,22627,0,2
113.83,17.236,11.927,15.478,16.097,10.548,18.954,11.002,17.251,19.078,14.061,16.906,16.69,13.081,17.443,388.747,17909,0,2
136.48,21.09,12.03,17.626,17.939,11.529,19.392,12.922,17.124,21.288,13.917,16.751,13.337,16.806,18.538,809.629,11491,1,2
112.89,19.304,13.016,18.471,16.393,11.712,17.728,11.671,15.984,19.863,11.684,16.243,15.605,14.518,15.377,689.712,26051,0,2
129.72,17.618,11.67,17.635,16.822,11.74,20.887,11.723,15.989,20.841,13.507,16.918,15.194,11.928,15.164,855.413,3213,0,2
108.1,18.259,11.464,17.292,18.147,12.59,17.887,11.601,17.999,18.577,13.584,15.693,17.915,14.969,17.924,760.613,17056,0,2
196.27,18.475,12.122,17.092,17.177,11.712,18.356,11.774,14.917,19.871,12.693,16.949,16.04,13.724,17.278,653.682,24545,0,2
134.43,18.24,12.081,17.42,17.761,11.712,16.014,11.959,15.422,19.95,11.717,13.947,16.003,14.969,17.444,701.0245,6287,0,2
87.25,17.035,11.248,17.262,17.606,12.119,18.171,13.302,15.91,19.733,10.283,16.017,18.522,16.63,16.779,715.649,10468,0,2
143.12,20.551,12.518,17.636,18.662,11.875,19.176,11.777,17.078,20.73,13.128,14.057,16.941,17.457,18.958,788.635,4251,1,2
152.76,19.731,10.959,17.258,17.516,10.626,17.284,11.538,16.077,17.951,11.216,15.6285,16.648,14.969,17.928,520.56,15479,0,2
115.35,17.774,9.948,17.122,17.234,11.081,19.021,13.456,18.895,19.191,12.832,16.192,16.04,14.969,16.992,597.183,16444,0,2
182.35,16.198,12.338,18.451,16.705,12.354,19.18,11.012,16.127,17.294,13.877,13.751,15.503,14.687,11.545,765.366,22270,0,2
145.55,17.66,10.653,18.875,18.029,10.229,18.735,11.58,18.019,20.276,10.454,16.4,16.789,15.4,18.011,776.091,22357,0,2
114.0,18.735,12.59,15.383,17.205,10.591,17.938,11.438,15.027,16.919,10.614,14.784,12.96,13.497,17.076,461.647,13583,0,2
125.93,18.651,13.08,17.413,17.257,11.288,18.627,10.935,16.344,17.077,12.505,15.593,14.909,14.929,16.436,689.003,1530,0,2
135.4,17.933,11.959,17.132,17.127,11.08,17.808,12.403,15.639,18.521,13.592,15.234,16.402,14.459,16.762,701.0245,21685,0,2
85.01,19.129,10.393,17.363,16.943,13.808,18.399,14.281,17.063,17.621,9.68,16.931,15.662,14.969,15.196,933.652,8666,0,2
111.49,17.374,12.891,17.673,18.339,11.439,18.331,11.507,14.749,19.994,11.907,17.469,15.958,15.391,18.07,741.232,8938,0,2
127.82623252279636,17.635,11.733,15.861,16.115,13.415,19.143,11.083,16.419,18.537,10.928,16.098,17.408,16.272,18.952,693.715,13052,1,2
92.44,17.186,10.937,17.545,15.282,12.908,20.145,11.86,17.291,19.062,13.604,15.387,16.547,14.38,17.03,770.569,3418,0,2
92.34,16.683,11.708,17.841,17.396,12.678,19.942,12.621,15.726,19.855,10.634,16.442,16.04,12.972,16.347,904.802,12419,0,2
107.64,18.736,11.501,16.93,17.785,11.245,19.014,11.786,17.224,19.449,13.261,15.6285,16.782,14.969,16.941,714.172,16723,0,2
73.11,18.784,12.229,17.337,17.983,12.215,19.04,9.262,14.508,20.247,11.327,16.725,16.04,14.856,17.899,808.407,19566,1,2
82.5,18.533,11.113,17.52,18.028,11.712,17.449,12.457,16.127,19.545,13.387,17.608,16.141,16.479,16.436,686.174,8453,0,2
97.7,16.77,11.693,17.644,17.999,12.25,17.904,10.219,17.136,17.95,12.642,14.677,12.802,15.154,17.164,607.591,13107,1,2
101.89,17.487,12.423,16.647,16.291,12.944,19.021,10.719,16.019,18.554,10.562,17.141,17.614,15.061,14.595,635.852,22102,0,2
200.17,16.079,12.01,17.163,18.077,9.834,19.1,13.435,16.468,19.2115,11.309,17.436,14.551,13.672,17.463,701.0245,2482,0,2
84.82,19.075,11.622,17.871,18.736,12.174,18.787,11.417,17.637,17.469,11.717,17.089,16.307,13.25,14.467,701.0245,2149,0,2
83.98,19.048,11.491,18.064,17.117,11.562,18.474,9.771,16.708,21.395,12.274,15.849,14.67,15.262,16.66,644.326,23056,0,2
87.48,17.563,12.383,17.183,18.082,12.954,17.816,10.567,17.355,19.2115,11.707,16.161,14.775,14.359,16.401,618.075,11160,0,2
138.68,16.721,12.072,18.082,18.452,12.648,18.524,11.364,17.331,20.931,11.386,14.682,15.072,15.325,16.913,809.429,9580,0,2
147.05,17.342,11.89,17.531,16.146,12.549,19.021,12.613,18.909,19.499,11.278,16.557,16.015,14.583,15.71,674.818,21348,0,2
121.83,16.048,11.721,16.728,17.303,12.036,18.458,11.633,16.049,19.004,13.786,15.065,16.384,14.969,15.736,687.201,6245,0,2
88.23,17.413,10.956,17.395,17.584,11.124,17.375,11.214,17.305,14.979,11.717,14.398,13.302,14.22,18.258,532.576,15764,0,2
127.01,20.795,10.779,17.132,17.998,11.994,19.065,10.437,15.371,15.277,14.475,15.084,14.081,13.348,14.571,636.178,10704,0,2
80.52,19.607,12.392,17.521,16.096,12.038,19.581,12.221,17.081,19.2115,10.638,13.467,13.875,15.221,15.157,713.952,22901,0,2
128.74,17.973,11.697,18.267,18.136,11.126,17.604,10.549,13.118,18.602,13.58,15.344,18.294,13.636,17.595,701.123,24543,0,2
175.27,15.965,12.501,15.762,17.091,11.782,18.424,9.599,14.816,21.089,14.601,15.6285,14.662,13.506,17.404,574.366,1022,0,2
89.89,16.167,12.045,16.801,18.647,10.299,19.352,10.513,15.268,18.797,10.944,16.438,17.172,13.382,14.913,629.731,12937,0,2
165.32,16.908,10.671,16.097,17.917,10.477,19.844,12.263,15.205,19.2115,8.111,14.062,14.229,12.755,16.675,702.837,11764,0,2
124.66,18.15,12.803,17.792,17.996,11.985,19.021,11.178,14.544,19.177,12.224,16.036,19.596,15.266,16.436,832.261,24675,0,2
93.1,17.407,11.042,18.165,19.592,13.022,19.633,11.762,16.258,18.0,12.32,16.318,16.543,14.969,14.68,892.582,10852,1,2
117.46,17.26,12.001,15.43,17.338,14.128,17.516,11.642,15.017,19.178,10.192,14.233,16.148,16.126,18.048,581.444,12438,0,2
55.02,17.54,11.124,16.67,16.964,13.139,19.509,12.97,17.635,15.205,7.671,15.061,12.095,13.426,21.019,701.0245,14121,0,2
128.66,15.517,10.584,16.407,17.068,11.334,18.858,9.303,14.075,20.992,10.623,13.659,15.165,13.83,16.193,492.095,6144,0,2
143.14,17.418,12.193,17.59,17.215,11.839,17.696,11.13,16.127,20.841,10.246,14.823,16.73,14.495,16.71,623.221,18351,0,2
108.82,17.815,11.462,18.288,15.476,11.656,20.086,11.579,16.113,17.147,14.005,15.185,15.104,14.428,17.955,791.925,1256,0,2
132.31,19.32,11.41,16.408,17.189,11.21,18.733,11.43,15.998,17.807,11.488,14.727,15.085,13.488,18.939,608.452,241,1,2
213.5,18.288,11.434,17.458,16.546,12.072,17.1,12.426,16.834,19.349,12.046,15.185,16.06,15.672,16.775,765.942,6456,1,2
126.67,18.634,11.673,15.483,16.377,11.425,19.628,11.362,15.512,17.596,14.176,15.514,13.029,12.702,14.904,609.865,2802,0,2
131.14,15.678,13.328,17.67,16.914,12.396,19.383,10.431,16.492,16.678,10.102,17.093,16.67,17.546,14.819,784.373,8328,0,2
160.51,16.591,9.685,17.258,17.887,11.109,18.745,12.09,18.412,18.142,12.843,11.797,17.39,17.174,12.461,556.263,6054,0,2
163.91,17.226,10.405,18.18,17.144,12.389,17.745,10.822,14.593,18.682,10.846,17.23,15.462,13.822,18.005,679.042,17901,0,2
86.76,18.571,12.187,17.972,17.729,13.144,19.33,11.014,14.676,21.478,11.488,14.698,15.916,16.279,15.739,701.0245,24590,0,2
119.87,16.991,10.608,17.363,18.123,11.253,19.789,11.283,17.348,19.783,11.105,14.837,16.257,19.325,20.45,763.68,15711,0,2
89.61,15.777,11.404,15.926,17.536,13.26,19.168,12.716,17.358,22.266,12.792,16.669,15.407,11.993,16.508,673.917,5059,0,2
75.06,17.914,10.728,17.093,17.498,10.088,19.139,11.706,16.983,18.597,11.994,16.119,18.582,15.823,16.436,652.135,12609,0,2
111.43,16.554,12.13,17.085,17.516,8.906,18.101,8.979,15.017,17.212,11.458,16.774,16.281,12.981,17.214,383.864,5543,0,2
124.03,18.485,10.578,18.25,17.372,10.389,18.273,9.876,15.409,19.158,10.427,15.238,14.551,16.882,19.442,578.322,14411,0,2
127.82623252279636,17.037,12.574,16.343,16.198,11.398,18.917,11.112,16.278,17.265,13.662,15.387,14.998,15.323,16.615,614.546,949,1,2
125.54,19.208,10.372,17.84,17.34,10.584,19.616,12.123,16.159,21.143,9.435,16.385,16.04,16.17,14.598,713.049,24004,0,2
109.11,17.465,11.077,16.085,15.698,12.891,19.736,11.312,18.17,19.625,12.496,14.617,14.909,14.601,14.808,503.289,23632,0,2
121.51,19.08,12.905,15.28,18.721,12.176,19.055,11.61,15.551,18.861,11.978,13.759,14.69,16.152,16.731,641.84,12785,0,2
86.18,18.344,10.736,16.635,17.777,12.407,18.683,11.203,17.655,19.825,13.055,16.385,16.884,14.036,16.241,654.072,18,0,2
83.5,17.452,10.4,17.132,17.708,11.976,19.165,11.264,14.604,20.23,12.101,17.415,18.125,15.597,18.778,619.401,5611,0,2
114.99,17.576,12.933,15.978,18.618,12.998,17.886,12.96,14.407,18.847,12.726,15.062,15.19,15.482,17.523,623.131,210,0,2
106.2,16.632,11.504,16.026,17.735,9.255,19.021,11.6,17.037,20.734,13.754,15.345,17.252,13.235,17.327,459.197,18012,0,2
127.43,19.092,12.01,17.463,17.415,11.202,19.946,11.045,16.108,18.703,11.802,15.257,17.544,15.043,17.43,694.309,7858,1,2
132.58,18.298,12.827,15.942,17.604,12.742,20.702,11.141,17.359,16.455,13.967,15.028,16.003,13.622,16.778,803.08,4198,1,2
94.73,18.247,13.168,18.175,18.578,11.447,18.158,10.976,16.54,18.134,10.928,15.856,16.04,17.474,18.563,656.713,11449,0,2
118.43,18.311,12.908,17.392,16.839,12.12,18.166,11.922,18.07,20.196,10.07,17.571,16.56,15.639,17.182,683.829,24487,1,2
219.27,18.367,10.489,17.213,17.849,11.933,18.964,12.212,16.047,20.5,14.222,16.217,16.574,12.051,16.777,758.971,20879,0,2
114.81,18.648,12.61,17.188,17.228,10.972,19.063,11.594,14.456,18.237,13.546,16.576,18.475,14.755,14.856,740.995,23158,0,2
114.64,16.986,13.305,16.203,18.644,9.667,18.267,12.184,17.518,19.131,14.474,13.458,13.296,14.221,16.436,701.0245,2381,0,2
104.84,18.726,10.857,17.303,17.37,11.91,17.756,10.807,15.054,20.486,11.717,16.093,18.518,15.309,16.748,545.658,24984,0,2
154.97,18.249,12.011,15.699,17.87,12.089,17.977,13.513,12.946,18.583,12.012,15.144,14.421,16.347,15.631,612.505,20643,0,2
175.81,17.37,11.699,19.892,18.291,12.11,17.773,11.972,12.323,19.032,10.76,15.628,18.103,14.546,17.241,863.333,23407,1,2
132.7,16.99,10.838,15.745,16.521,12.065,18.897,10.924,17.334,17.909,9.988,16.151,14.547,15.011,15.658,460.495,25687,0,2
